Time,"Theta - radians (5 m, 20 degrees)","Theta - degrees (5 m, 20 degrees)","Theta - radians (5 m, 15 degrees)","Theta - degrees (5 m, 15 degrees)","Theta - radians (2.5 m, 20 degrees)","Theta - degrees (2.5 m, 20 degrees)","Theta - radians (2.5 m, 15 degrees)","Theta - degrees (2.5 m, 15 degrees)"
53.9625,19.77757931,0.345183877,14.83318448,0.258887908,19.99316275,0.348946518,14.99487206,0.261709888
53.96875,19.75079609,0.344716422,14.81309707,0.258537316,19.98516143,0.348806868,14.98887107,0.261605151
53.99615385,19.6155411,0.342355777,14.71165582,0.256766833,19.91398027,0.347564523,14.9354852,0.260673392
54,19.59424265,0.341984049,14.69568199,0.256488037,19.89929288,0.34730818,14.92446966,0.260481135
53.975,19.72250071,0.344222574,14.79187553,0.258166931,19.97409992,0.348613809,14.98057494,0.261460356
54,19.59424265,0.341984049,14.69568199,0.256488037,19.89929288,0.34730818,14.92446966,0.260481135
54,19.59424265,0.341984049,14.69568199,0.256488037,19.89929288,0.34730818,14.92446966,0.260481135
54,19.59424265,0.341984049,14.69568199,0.256488037,19.89929288,0.34730818,14.92446966,0.260481135
54.0125,19.52110247,0.340707512,14.64082685,0.255530634,19.8435945,0.346336059,14.88269587,0.259752045
54.01875,19.48228909,0.34003009,14.61171682,0.255022568,19.81118529,0.345770412,14.85838897,0.259327809
54.04615385,19.29454135,0.336753274,14.47090602,0.252564956,19.6333491,0.342666585,14.72501182,0.256999939
54.05,19.26591155,0.33625359,14.44943366,0.252190192,19.60375151,0.34215001,14.70281363,0.256612507
54.025,19.4419841,0.339326636,14.58148808,0.254494977,19.77574253,0.345151819,14.8318069,0.258863864
54.05,19.26591155,0.33625359,14.44943366,0.252190192,19.60375151,0.34215001,14.70281363,0.256612507
54.05,19.26591155,0.33625359,14.44943366,0.252190192,19.60375151,0.34215001,14.70281363,0.256612507
54.05,19.26591155,0.33625359,14.44943366,0.252190192,19.60375151,0.34215001,14.70281363,0.256612507
54.0625,19.16901128,0.334562361,14.37675846,0.250921771,19.49971778,0.340334279,14.62478834,0.255250709
54.06875,19.11835784,0.333678292,14.33876838,0.250258719,19.44321804,0.339348172,14.58241353,0.254511129
54.09615385,18.87903695,0.329501354,14.15927771,0.247126016,19.16046819,0.334413256,14.37035114,0.250809942
54.1,18.84321602,0.328876161,14.13241201,0.246657121,19.11625021,0.333641507,14.33718766,0.25023113
54.075,19.06624066,0.332768676,14.2996805,0.249576507,19.38374109,0.338310103,14.53780582,0.253732578
54.1,18.84321602,0.328876161,14.13241201,0.246657121,19.11625021,0.333641507,14.33718766,0.25023113
54.1,18.84321602,0.328876161,14.13241201,0.246657121,19.11625021,0.333641507,14.33718766,0.25023113
54.1,18.84321602,0.328876161,14.13241201,0.246657121,19.11625021,0.333641507,14.33718766,0.25023113
54.1125,18.72303029,0.326778525,14.04227272,0.245083893,18.96489985,0.330999945,14.22367489,0.248249958
54.11875,18.66078489,0.325692137,13.99558867,0.244269103,18.88486281,0.329603035,14.16364711,0.247202276
54.14615385,18.37106304,0.320635537,13.77829728,0.240476653,18.49996799,0.322885353,13.87497599,0.242164015
54.15,18.32822642,0.319887897,13.74616982,0.239915923,18.44156261,0.321865987,13.83117195,0.24139949
54.125,18.59711079,0.324580815,13.94783309,0.243435611,18.80193408,0.328155655,14.10145056,0.246116742
54.15,18.32822642,0.319887897,13.74616982,0.239915923,18.44156261,0.321865987,13.83117195,0.24139949
54.15,18.32822642,0.319887897,13.74616982,0.239915923,18.44156261,0.321865987,13.83117195,0.24139949
54.15,18.32822642,0.319887897,13.74616982,0.239915923,18.44156261,0.321865987,13.83117195,0.24139949
54.1625,18.18534391,0.317394127,13.63900793,0.238045595,18.24437762,0.31842446,13.68328322,0.238818345
54.16875,18.11181143,0.316110743,13.58385857,0.237083057,18.14158703,0.316630425,13.60619027,0.237472819
54.19615385,17.77310767,0.310199247,13.32983075,0.232649435,17.65831611,0.308195757,13.24373708,0.231146817
54.2,17.72346518,0.309332822,13.29259889,0.231999617,17.58629523,0.306938755,13.18972143,0.230204066
54.175,18.03689227,0.314803157,13.5276692,0.236102368,18.03601853,0.314787907,13.5270139,0.23609093
54.2,17.72346518,0.309332822,13.29259889,0.231999617,17.58629523,0.306938755,13.18972143,0.230204066
54.2,17.72346518,0.309332822,13.29259889,0.231999617,17.58629523,0.306938755,13.18972143,0.230204066
54.2,17.72346518,0.309332822,13.29259889,0.231999617,17.58629523,0.306938755,13.18972143,0.230204066
54.2125,17.55858571,0.306455133,13.16893929,0.22984135,17.34520647,0.302730962,13.00890485,0.227048222
54.21875,17.47412632,0.304981038,13.10559474,0.228735779,17.22066883,0.30055737,12.91550162,0.225418028
54.24615385,17.08809962,0.298243601,12.81607472,0.223682701,16.64375402,0.290488308,12.48281552,0.217866231
54.25,17.03189442,0.297262635,12.77392082,0.222946977,16.55882287,0.289005979,12.41911715,0.216754485
54.225,17.38832907,0.303483594,13.0412468,0.227612695,17.09349431,0.298337756,12.82012073,0.223753317
54.25,17.03189442,0.297262635,12.77392082,0.222946977,16.55882287,0.289005979,12.41911715,0.216754485
54.25,17.03189442,0.297262635,12.77392082,0.222946977,16.55882287,0.289005979,12.41911715,0.216754485
54.25,17.03189442,0.297262635,12.77392082,0.222946977,16.55882287,0.289005979,12.41911715,0.216754485
54.2625,16.84582558,0.294015122,12.63436918,0.220511341,16.27619106,0.284073124,12.2071433,0.213054843
54.26875,16.75085295,0.292357536,12.56313971,0.219268152,16.13112586,0.281541258,12.09834439,0.211155944
54.29615385,16.31939408,0.284827159,12.23954556,0.213620369,15.4662163,0.269936397,11.59966223,0.202452298
54.3,16.25690145,0.283736456,12.19267609,0.212802342,15.36920653,0.268243257,11.5269049,0.201182443
54.275,16.65459783,0.290677568,12.49094838,0.218008176,15.9835906,0.278966282,11.98769295,0.209224712
54.3,16.25690145,0.283736456,12.19267609,0.212802342,15.36920653,0.268243257,11.5269049,0.201182443
54.3,16.25690145,0.283736456,12.19267609,0.212802342,15.36920653,0.268243257,11.5269049,0.201182443
54.3,16.25690145,0.283736456,12.19267609,0.212802342,15.36920653,0.268243257,11.5269049,0.201182443
54.3125,16.0505546,0.280135025,12.03791595,0.210101268,15.04779921,0.262633641,11.28584941,0.196975231
54.31875,15.94553391,0.278302068,11.95915043,0.208726551,14.88362691,0.259768294,11.16272018,0.194826221
54.34615385,15.47075615,0.270015633,11.60306711,0.202511724,14.1372334,0.24674127,10.60292505,0.185055952
54.35,15.40228218,0.268820536,11.55171164,0.201615402,14.02909492,0.244853897,10.52182119,0.183640423
54.325,15.83929239,0.276447803,11.87946929,0.207335853,14.71717558,0.256863171,11.03788169,0.192647378
54.35,15.40228218,0.268820536,11.55171164,0.201615402,14.02909492,0.244853897,10.52182119,0.183640423
54.35,15.40228218,0.268820536,11.55171164,0.201615402,14.02909492,0.244853897,10.52182119,0.183640423
54.35,15.40228218,0.268820536,11.55171164,0.201615402,14.02909492,0.244853897,10.52182119,0.183640423
54.3625,15.17666801,0.264882826,11.38250101,0.19866212,13.67205931,0.238622451,10.25404449,0.178966838
54.36875,15.06211365,0.262883475,11.29658524,0.197162607,13.4903875,0.235451679,10.11779062,0.176588759
54.39615385,14.54634246,0.25388157,10.90975685,0.190411178,12.66981872,0.221130052,9.502364042,0.165847539
54.4,14.47222254,0.252587933,10.85416691,0.18944095,12.55161043,0.219066928,9.413707824,0.164300196
54.375,14.9464061,0.260863998,11.20980458,0.195647998,13.30665,0.232244855,9.979987497,0.174183641
54.4,14.47222254,0.252587933,10.85416691,0.18944095,12.55161043,0.219066928,9.413707824,0.164300196
54.4,14.47222254,0.252587933,10.85416691,0.18944095,12.55161043,0.219066928,9.413707824,0.164300196
54.4,14.47222254,0.252587933,10.85416691,0.18944095,12.55161043,0.219066928,9.413707824,0.164300196
54.4125,14.22844611,0.248333232,10.67133458,0.186249924,12.16244262,0.212274669,9.121831968,0.159206002
54.41875,14.10491917,0.24617728,10.57868937,0.18463296,11.96505023,0.208829522,8.973787669,0.156622141
54.44615385,13.5506808,0.236503996,10.1630106,0.177377997,11.07834119,0.193353529,8.308755892,0.145015147
54.45,13.47127797,0.235118155,10.10345848,0.176338616,10.95122058,0.191134856,8.213415436,0.143351142
54.425,13.98031232,0.24400248,10.48523424,0.18300186,11.7658257,0.205352398,8.824369276,0.154014298
54.45,13.47127797,0.235118155,10.10345848,0.176338616,10.95122058,0.191134856,8.213415436,0.143351142
54.45,13.47127797,0.235118155,10.10345848,0.176338616,10.95122058,0.191134856,8.213415436,0.143351142
54.45,13.47127797,0.235118155,10.10345848,0.176338616,10.95122058,0.191134856,8.213415436,0.143351142
54.4625,13.21053328,0.230567302,9.907899964,0.172925476,10.53373131,0.183848294,7.900298479,0.13788622
54.46875,13.0786388,0.228265309,9.808979097,0.171198982,10.32255119,0.180162505,7.741913391,0.135121879
54.49615385,12.4886479,0.217968025,9.366485928,0.163476019,9.378384546,0.163683689,7.033788409,0.122762767
54.5,12.40435108,0.216496768,9.303263308,0.162372576,9.243596386,0.161331192,6.93269729,0.120998394
54.475,12.94574298,0.225945839,9.709307235,0.169459379,10.10979045,0.17644913,7.582342837,0.132336848
54.5,12.40435108,0.216496768,9.303263308,0.162372576,9.243596386,0.161331192,6.93269729,0.120998394
54.5,12.40435108,0.216496768,9.303263308,0.162372576,9.243596386,0.161331192,6.93269729,0.120998394
54.5,12.40435108,0.216496768,9.303263308,0.162372576,9.243596386,0.161331192,6.93269729,0.120998394
54.5125,12.12791528,0.211672053,9.095936457,0.15875404,8.801873697,0.153621676,6.601405273,0.115216257
54.51875,11.98829926,0.209235294,8.991224445,0.15692647,8.578973736,0.149731338,6.434230302,0.112298504
54.54615385,11.36544562,0.198364447,8.524084216,0.148773335,7.586594768,0.132411058,5.689946076,0.099308293
54.55,11.27666768,0.19681498,8.457500763,0.147611235,7.445458902,0.129947772,5.584094176,0.097460829
54.525,11.8477654,0.206782515,8.885824047,0.155086886,8.354760136,0.145818073,6.266070102,0.109363554
54.55,11.27666768,0.19681498,8.457500763,0.147611235,7.445458902,0.129947772,5.584094176,0.097460829
54.55,11.27666768,0.19681498,8.457500763,0.147611235,7.445458902,0.129947772,5.584094176,0.097460829
54.55,11.27666768,0.19681498,8.457500763,0.147611235,7.445458902,0.129947772,5.584094176,0.097460829
54.5625,10.98589475,0.191740035,8.239421059,0.143805026,6.983828148,0.121890796,5.237871111,0.091418097
54.56875,10.83924104,0.189180445,8.129430781,0.141885333,6.751390979,0.117834002,5.063543235,0.088375501
54.59615385,10.18657539,0.17778928,7.639931543,0.13334196,5.72051706,0.099841858,4.290387795,0.074881393
54.6,10.09375118,0.176169192,7.570313383,0.132126894,5.574415489,0.097291904,4.180811617,0.072968928
54.575,10.69175746,0.186606371,8.018818097,0.139954778,6.517920017,0.113759165,4.888440013,0.085319374
54.6,10.09375118,0.176169192,7.570313383,0.132126894,5.574415489,0.097291904,4.180811617,0.072968928
54.6,10.09375118,0.176169192,7.570313383,0.132126894,5.574415489,0.097291904,4.180811617,0.072968928
54.6,10.09375118,0.176169192,7.570313383,0.132126894,5.574415489,0.097291904,4.180811617,0.072968928
54.6125,9.790065308,0.170868874,7.342548981,0.128151655,5.097396958,0.08896636,3.823047719,0.06672477
54.61875,9.637092225,0.16819899,7.227819169,0.126149242,4.857698607,0.084782835,3.643273956,0.063587126
54.64615385,8.957811319,0.156343301,6.71835849,0.117257476,3.798424053,0.066295006,2.848818039,0.049721255
54.65,8.861395482,0.154660527,6.646046611,0.115995396,3.648787404,0.063683354,2.736590553,0.047762515
54.625,9.483381307,0.165516228,7.11253598,0.124137171,4.617256431,0.080586327,3.462942323,0.060439745
54.65,8.861395482,0.154660527,6.646046611,0.115995396,3.648787404,0.063683354,2.736590553,0.047762515
54.65,8.861395482,0.154660527,6.646046611,0.115995396,3.648787404,0.063683354,2.736590553,0.047762515
54.65,8.861395482,0.154660527,6.646046611,0.115995396,3.648787404,0.063683354,2.736590553,0.047762515
54.6625,8.546284135,0.149160797,6.409713101,0.111870598,3.161052061,0.055170766,2.370789046,0.041378075
54.66875,8.387740936,0.146393696,6.290805702,0.109795272,2.916439654,0.050901474,2.187329741,0.038176106
54.69615385,7.685171893,0.134131553,5.76387892,0.100598665,1.83913688,0.032098994,1.37935266,0.024074245
54.7,7.585636676,0.132394336,5.689227507,0.099295752,1.687430395,0.029451216,1.265572797,0.022088412
54.675,8.228555555,0.143615387,6.171416666,0.10771154,2.671380673,0.046624388,2.003535505,0.034968291
54.7,7.585636676,0.132394336,5.689227507,0.099295752,1.687430395,0.029451216,1.265572797,0.022088412
54.7,7.585636676,0.132394336,5.689227507,0.099295752,1.687430395,0.029451216,1.265572797,0.022088412
54.7,7.585636676,0.132394336,5.689227507,0.099295752,1.687430395,0.029451216,1.265572797,0.022088412
54.7125,7.260643266,0.126722131,5.44548245,0.095041598,1.193754145,0.02083494,0.895315609,0.015626205
54.71875,7.097306496,0.123871366,5.322979872,0.092903525,0.946622926,0.016521687,0.709967194,0.012391265
54.74615385,6.374890498,0.111262829,4.781167874,0.083447121,-0.13815912,-0.002411332,-0.10361934,-0.001808499
54.75,6.272723426,0.109479677,4.704542569,0.082109758,-0.290449931,-0.005069308,-0.217837448,-0.003801981
54.725,6.933426341,0.121011118,5.200069756,0.090758339,0.699346757,0.012205904,0.524510068,0.009154428
54.75,6.272723426,0.109479677,4.704542569,0.082109758,-0.290449931,-0.005069308,-0.217837448,-0.003801981
54.75,6.272723426,0.109479677,4.704542569,0.082109758,-0.290449931,-0.005069308,-0.217837448,-0.003801981
54.75,6.272723426,0.109479677,4.704542569,0.082109758,-0.290449931,-0.005069308,-0.217837448,-0.003801981
54.7625,5.939439771,0.10366278,4.454579828,0.077747085,-0.785233011,-0.013704901,-0.588924758,-0.010278676
54.76875,5.772109452,0.100742315,4.329082089,0.075556736,-1.032463133,-0.018019881,-0.77434735,-0.013514911
54.79615385,5.033384893,0.087849139,3.77503867,0.065886854,-2.114102266,-0.036898045,-1.585576699,-0.027673534
54.8,4.92908638,0.086028786,3.696814785,0.06452159,-2.265486171,-0.039540193,-1.699114628,-0.029655145
54.775,5.604337209,0.097814137,4.203252907,0.073360603,-1.279535161,-0.022332101,-0.959651371,-0.016749076
54.8,4.92908638,0.086028786,3.696814785,0.06452159,-2.265486171,-0.039540193,-1.699114628,-0.029655145
54.8,4.92908638,0.086028786,3.696814785,0.06452159,-2.265486171,-0.039540193,-1.699114628,-0.029655145
54.8,4.92908638,0.086028786,3.696814785,0.06452159,-2.265486171,-0.039540193,-1.699114628,-0.029655145
54.8125,4.589144903,0.080095688,3.441858677,0.060071766,-2.756531166,-0.048110545,-2.067398375,-0.036082909
54.81875,4.418640619,0.077119827,3.313980464,0.05783987,-3.001439314,-0.052384998,-2.251079486,-0.039288749
54.84615385,3.667225771,0.064005164,2.750419329,0.048003873,-4.069344124,-0.071023453,-3.052008093,-0.05326759
54.85,3.561306671,0.062156527,2.670980003,0.046617395,-4.218338772,-0.073623901,-3.163754079,-0.055217925
54.825,4.247798036,0.074138062,3.185848527,0.055603546,-3.245887873,-0.056651431,-2.434415904,-0.042488573
54.85,3.561306671,0.062156527,2.670980003,0.046617395,-4.218338772,-0.073623901,-3.163754079,-0.055217925
54.85,3.561306671,0.062156527,2.670980003,0.046617395,-4.218338772,-0.073623901,-3.163754079,-0.055217925
54.85,3.561306671,0.062156527,2.670980003,0.046617395,-4.218338772,-0.073623901,-3.163754079,-0.055217925
54.8625,3.216372405,0.056136288,2.412279304,0.042102216,-4.70083737,-0.08204509,-3.525628028,-0.061533817
54.86875,3.043529287,0.053119607,2.282646965,0.039839705,-4.941025404,-0.086237162,-3.705769053,-0.064677871
54.89615385,2.28310458,0.039847692,1.712328435,0.029885769,-5.984738967,-0.1044534,-4.488554225,-0.07834005
54.9,2.176083684,0.037979825,1.632062763,0.028484869,-6.129885404,-0.106986683,-4.597414053,-0.080240012
54.875,2.87045315,0.050098858,2.152839863,0.037574144,-5.180456852,-0.090416029,-3.885342639,-0.067812022
54.9,2.176083684,0.037979825,1.632062763,0.028484869,-6.129885404,-0.106986683,-4.597414053,-0.080240012
54.9,2.176083684,0.037979825,1.632062763,0.028484869,-6.129885404,-0.106986683,-4.597414053,-0.080240012
54.9,2.176083684,0.037979825,1.632062763,0.028484869,-6.129885404,-0.106986683,-4.597414053,-0.080240012
54.9125,1.827846117,0.031901933,1.370884588,0.02392645,-6.599112978,-0.115176249,-4.949334733,-0.086382187
54.91875,1.65351075,0.028859207,1.240133062,0.021644405,-6.832228976,-0.119244891,-5.124171732,-0.089433668
54.94615385,0.887800743,0.015495046,0.665850557,0.011621285,-7.841531251,-0.136860539,-5.881148438,-0.102645404
54.95,0.78020224,0.013617098,0.58515168,0.010212823,-7.981408201,-0.139301852,-5.986056151,-0.104476389
54.925,1.479048786,0.025814271,1.10928659,0.019360703,-7.064298802,-0.123295273,-5.298224101,-0.092471455
54.95,0.78020224,0.013617098,0.58515168,0.010212823,-7.981408201,-0.139301852,-5.986056151,-0.104476389
54.95,0.78020224,0.013617098,0.58515168,0.010212823,-7.981408201,-0.139301852,-5.986056151,-0.104476389
54.95,0.78020224,0.013617098,0.58515168,0.010212823,-7.981408201,-0.139301852,-5.986056151,-0.104476389
54.9625,0.430367039,0.007511322,0.322775279,0.005633491,-8.432770076,-0.147179603,-6.324577557,-0.110384702
54.96875,0.255393318,0.004457454,0.191544988,0.003343091,-8.656531367,-0.151084974,-6.492398525,-0.113313731
54.99615385,-0.511851541,-0.008933495,-0.383888656,-0.006700121,-9.621539266,-0.167927539,-7.216154449,-0.125945654
55,-0.619500635,-0.010812326,-0.464625476,-0.008109244,-9.754777056,-0.170252977,-7.316082792,-0.127689733
54.975,0.080400042,0.001403245,0.060300032,0.001052434,-8.878967143,-0.154967211,-6.659225357,-0.116225408
55,-0.619500635,-0.010812326,-0.464625476,-0.008109244,-9.754777056,-0.170252977,-7.316082792,-0.127689733
55,-0.619500635,-0.010812326,-0.464625476,-0.008109244,-9.754777056,-0.170252977,-7.316082792,-0.127689733
55,-0.619500635,-0.010812326,-0.464625476,-0.008109244,-9.754777056,-0.170252977,-7.316082792,-0.127689733
55.0125,-0.969219976,-0.01691608,-0.726914982,-0.01268706,-10.1838535,-0.177741774,-7.637890122,-0.133306331
55.01875,-1.143975031,-0.019966131,-0.857981273,-0.014974598,-10.39606901,-0.181445633,-7.797051757,-0.136084225
55.04615385,-1.908996777,-0.033318279,-1.431747583,-0.024988709,-11.30733318,-0.197350194,-8.480499882,-0.148012645
55.05,-2.016169195,-0.035188791,-1.512126896,-0.026391593,-11.43262714,-0.199536986,-8.574470355,-0.149652739
55.025,-1.318642501,-0.023014653,-0.988981876,-0.01726099,-10.60669264,-0.185121709,-7.955019483,-0.138841282
55.05,-2.016169195,-0.035188791,-1.512126896,-0.026391593,-11.43262714,-0.199536986,-8.574470355,-0.149652739
55.05,-2.016169195,-0.035188791,-1.512126896,-0.026391593,-11.43262714,-0.199536986,-8.574470355,-0.149652739
55.05,-2.016169195,-0.035188791,-1.512126896,-0.026391593,-11.43262714,-0.199536986,-8.574470355,-0.149652739
55.0625,-2.364059752,-0.041260626,-1.773044814,-0.03094547,-11.83521663,-0.206563498,-8.876412472,-0.154922623
55.06875,-2.53774019,-0.044291922,-1.903305143,-0.033218941,-12.03380835,-0.210029577,-9.025356263,-0.157522183
55.09615385,-3.296791748,-0.057539871,-2.472593811,-0.043154903,-12.88240569,-0.224840395,-9.661804265,-0.168630296
55.1,-3.40296256,-0.059392901,-2.55222192,-0.044544676,-12.99852895,-0.226867128,-9.748896711,-0.170150346
55.075,-2.711226334,-0.047319826,-2.03341975,-0.03548987,-12.23055742,-0.213463496,-9.172918064,-0.160097622
55.1,-3.40296256,-0.059392901,-2.55222192,-0.044544676,-12.99852895,-0.226867128,-9.748896711,-0.170150346
55.1,-3.40296256,-0.059392901,-2.55222192,-0.044544676,-12.99852895,-0.226867128,-9.748896711,-0.170150346
55.1,-3.40296256,-0.059392901,-2.55222192,-0.044544676,-12.99852895,-0.226867128,-9.748896711,-0.170150346
55.1125,-3.747320364,-0.065403078,-2.810490273,-0.049052309,-13.37068933,-0.233362552,-10.028017,-0.175021914
55.11875,-3.919075499,-0.068400771,-2.939306624,-0.051300578,-13.55371265,-0.236556912,-10.16528449,-0.177417684
55.14615385,-4.668439034,-0.081479632,-3.501329275,-0.061109724,-14.33133369,-0.250128959,-10.74850027,-0.187596719
55.15,-4.773088215,-0.083306105,-3.579816162,-0.062479579,-14.43714917,-0.251975788,-10.82786188,-0.188981841
55.125,-4.090530582,-0.071393227,-3.067897936,-0.05354492,-13.73466058,-0.239715049,-10.30099544,-0.179786287
55.15,-4.773088215,-0.083306105,-3.579816162,-0.062479579,-14.43714917,-0.251975788,-10.82786188,-0.188981841
55.15,-4.773088215,-0.083306105,-3.579816162,-0.062479579,-14.43714917,-0.251975788,-10.82786188,-0.188981841
55.15,-4.773088215,-0.083306105,-3.579816162,-0.062479579,-14.43714917,-0.251975788,-10.82786188,-0.188981841
55.1625,-5.112226604,-0.089225186,-3.834169953,-0.06691889,-14.77523625,-0.25787652,-11.08142719,-0.19340739
55.16875,-5.281215179,-0.092174593,-3.960911384,-0.069130945,-14.940899,-0.260767881,-11.20567425,-0.195575911
55.19615385,-6.017220308,-0.105020306,-4.512915231,-0.07876523,-15.63992929,-0.272968261,-11.72994696,-0.204726196
55.2,-6.119835287,-0.106811275,-4.589876466,-0.080108457,-15.73440084,-0.2746171,-11.80080063,-0.205962825
55.175,-5.449799413,-0.095116943,-4.08734956,-0.071337707,-15.10427396,-0.263619312,-11.32820547,-0.197714484
55.2,-6.119835287,-0.106811275,-4.589876466,-0.080108457,-15.73440084,-0.2746171,-11.80080063,-0.205962825
55.2,-6.119835287,-0.106811275,-4.589876466,-0.080108457,-15.73440084,-0.2746171,-11.80080063,-0.205962825
55.2,-6.119835287,-0.106811275,-4.589876466,-0.080108457,-15.73440084,-0.2746171,-11.80080063,-0.205962825
55.2125,-6.45209316,-0.112610269,-4.83906987,-0.084457702,-16.03510407,-0.279865362,-12.02632805,-0.209899021
55.21875,-6.617487469,-0.115496945,-4.963115601,-0.086622708,-16.18178409,-0.282425411,-12.13633806,-0.211819058
55.24615385,-7.33652924,-0.128046591,-5.50239693,-0.096034943,-16.7953787,-0.293134658,-12.59653403,-0.219850993
55.25,-7.436607409,-0.129793284,-5.577455557,-0.097344963,-16.87758126,-0.294569363,-12.65818595,-0.220927022
55.225,-6.782375129,-0.118374777,-5.086781347,-0.088781083,-16.3259863,-0.284942215,-12.24448973,-0.213706661
55.25,-7.436607409,-0.129793284,-5.577455557,-0.097344963,-16.87758126,-0.294569363,-12.65818595,-0.220927022
55.25,-7.436607409,-0.129793284,-5.577455557,-0.097344963,-16.87758126,-0.294569363,-12.65818595,-0.220927022
55.25,-7.436607409,-0.129793284,-5.577455557,-0.097344963,-16.87758126,-0.294569363,-12.65818595,-0.220927022
55.2625,-7.760357367,-0.135443787,-5.820268025,-0.10158284,-17.13795616,-0.299113762,-12.85346712,-0.224335322
55.26875,-7.921347308,-0.138253592,-5.941010481,-0.103690194,-17.26421715,-0.301317432,-12.94816286,-0.225988074
55.29615385,-8.619903856,-0.150445703,-6.464927892,-0.112834278,-17.78636779,-0.31043068,-13.33977584,-0.23282301
55.3,-8.716955032,-0.152139566,-6.537716274,-0.114104675,-17.85549642,-0.311637202,-13.39162232,-0.233727902
55.275,-8.081730776,-0.141052811,-6.061298082,-0.105789608,-17.38783459,-0.303474963,-13.04087594,-0.227606223
55.3,-8.716955032,-0.152139566,-6.537716274,-0.114104675,-17.85549642,-0.311637202,-13.39162232,-0.233727902
55.3,-8.716955032,-0.152139566,-6.537716274,-0.114104675,-17.85549642,-0.311637202,-13.39162232,-0.233727902
55.3,-8.716955032,-0.152139566,-6.537716274,-0.114104675,-17.85549642,-0.311637202,-13.39162232,-0.233727902
55.3125,-9.030611347,-0.157613901,-6.772958511,-0.118210426,-18.07299339,-0.31543324,-13.55474505,-0.23657493
55.31875,-9.186408393,-0.160333073,-6.889806295,-0.120249805,-18.17759901,-0.317258953,-13.63319926,-0.237944215
55.34615385,-9.861058187,-0.172107933,-7.39579364,-0.12908095,-18.60319277,-0.324686965,-13.95239458,-0.243515224
55.35,-9.954607013,-0.173740668,-7.46595526,-0.130305501,-18.65857058,-0.32565349,-13.99392793,-0.244240118
55.325,-9.341502109,-0.163039969,-7.006126582,-0.122279977,-18.27942122,-0.319036086,-13.70956592,-0.239277064
55.35,-9.954607013,-0.173740668,-7.46595526,-0.130305501,-18.65857058,-0.32565349,-13.99392793,-0.244240118
55.35,-9.954607013,-0.173740668,-7.46595526,-0.130305501,-18.65857058,-0.32565349,-13.99392793,-0.244240118
55.35,-9.954607013,-0.173740668,-7.46595526,-0.130305501,-18.65857058,-0.32565349,-13.99392793,-0.244240118
55.3625,-10.2566334,-0.179012023,-7.692475049,-0.134259017,-18.83105989,-0.328663997,-14.12329492,-0.246497998
55.36875,-10.40647445,-0.181627243,-7.804855841,-0.136220432,-18.91298584,-0.330093874,-14.18473938,-0.247570406
55.39615385,-11.05391306,-0.192927178,-8.290434795,-0.144695384,-19.2378553,-0.335763916,-14.42839148,-0.251822937
55.4,-11.14350133,-0.194490788,-8.357626001,-0.145868091,-19.27894002,-0.33648098,-14.45920502,-0.252360735
55.375,-10.55551877,-0.184228557,-7.916639077,-0.138171418,-18.99201577,-0.331473207,-14.24401183,-0.248604905
55.4,-11.14350133,-0.194490788,-8.357626001,-0.145868091,-19.27894002,-0.33648098,-14.45920502,-0.252360735
55.4,-11.14350133,-0.194490788,-8.357626001,-0.145868091,-19.27894002,-0.33648098,-14.45920502,-0.252360735
55.4,-11.14350133,-0.194490788,-8.357626001,-0.145868091,-19.27894002,-0.33648098,-14.45920502,-0.252360735
55.4125,-11.43241846,-0.199533344,-8.574313848,-0.149650008,-19.40473266,-0.338676475,-14.5535495,-0.254007357
55.41875,-11.57556961,-0.202031802,-8.681677206,-0.151523852,-19.46317672,-0.339696517,-14.59738254,-0.254772388
55.44615385,-12.19262587,-0.212801466,-9.144469404,-0.159601099,-19.68414077,-0.343553067,-14.76310557,-0.2576648
55.45,-12.27781479,-0.214288293,-9.208361094,-0.16071622,-19.7105301,-0.344013648,-14.78289758,-0.258010236
55.425,-11.7178345,-0.204514793,-8.788375878,-0.153386095,-19.51864051,-0.340664542,-14.63898039,-0.255498407
55.45,-12.27781479,-0.214288293,-9.208361094,-0.16071622,-19.7105301,-0.344013648,-14.78289758,-0.258010236
55.45,-12.27781479,-0.214288293,-9.208361094,-0.16071622,-19.7105301,-0.344013648,-14.78289758,-0.258010236
55.45,-12.27781479,-0.214288293,-9.208361094,-0.16071622,-19.7105301,-0.344013648,-14.78289758,-0.258010236
55.4625,-12.55220755,-0.21907735,-9.414155662,-0.164308013,-19.78839431,-0.345372634,-14.84129573,-0.259029476
55.46875,-12.68796763,-0.221446811,-9.515975722,-0.166085108,-19.82278419,-0.345972851,-14.86708814,-0.259479638
55.49615385,-13.27161921,-0.231633452,-9.953714407,-0.173725089,-19.93767914,-0.347978146,-14.95325936,-0.26098361
55.5,-13.35199152,-0.233036214,-10.01399364,-0.17477716,-19.94911468,-0.348177734,-14.96183601,-0.261133301
55.475,-12.82275629,-0.223799316,-9.617067219,-0.167849487,-19.85413875,-0.346520091,-14.89060406,-0.259890068
55.5,-13.35199152,-0.233036214,-10.01399364,-0.17477716,-19.94911468,-0.348177734,-14.96183601,-0.261133301
55.5,-13.35199152,-0.233036214,-10.01399364,-0.17477716,-19.94911468,-0.348177734,-14.96183601,-0.261133301
